team,season_year,home_games,away_games,home_win_pct,away_win_pct,home_avg_score,away_avg_score
Seattle SuperSonics,1977,43,39,55.8,38.5,105.3,101.0
Buffalo Braves,1977,41,40,53.7,17.5,104.5,101.9
New Jersey Nets,1977,16,18,37.5,11.1,108.2,103.2
New York Nets,1977,26,24,19.2,20.8,94.2,94.3
Denver Nuggets,1976,18,15,94.4,40.0,116.5,106.1
San Antonio Spurs,1976,16,18,87.5,22.2,119.1,108.7
Seattle SuperSonics,1976,43,47,81.4,21.3,109.1,105.1
Portland Trail Blazers,1976,43,41,81.4,31.7,113.1,102.8
Cleveland Cavaliers,1976,49,46,79.6,39.1,101.6,99.0
Boston Celtics,1976,49,53,79.6,43.4,107.8,102.1
Los Angeles Lakers,1976,41,39,78.0,20.5,110.8,102.6
Golden State Warriors,1976,51,44,76.5,45.5,115.1,107.9
Washington Bullets,1976,42,48,76.2,37.5,105.1,101.4
Philadelphia 76ers,1976,41,44,75.6,29.5,112.0,103.6
Houston Rockets,1976,43,39,72.1,33.3,110.7,105.2
Phoenix Suns,1976,48,54,70.8,31.5,107.5,101.9
Indiana Pacers,1976,19,17,68.4,17.6,107.3,105.5
Detroit Pistons,1976,45,51,64.4,35.3,108.8,104.6
Kansas City Kings,1976,42,44,64.3,22.7,107.2,102.4
Buffalo Braves,1976,44,47,61.4,38.3,109.0,106.0
New Orleans Jazz,1976,50,36,60.0,38.9,108.3,104.2
New York Knicks,1976,39,39,59.0,41.0,106.6,102.2
Milwaukee Bucks,1976,44,45,50.0,28.9,107.2,103.8
Chicago Bulls,1976,42,37,45.2,21.6,97.7,97.0
Atlanta Hawks,1976,43,46,34.9,19.6,103.1,102.1
New York Nets,1976,15,17,33.3,41.2,99.9,97.4
Boston Celtics,1975,45,44,82.2,65.9,107.1,107.2
Golden State Warriors,1975,47,48,80.9,45.8,111.6,102.1
Washington Bullets,1975,47,48,78.7,43.8,105.5,100.6
Kansas City-Omaha Kings,1975,27,23,77.8,21.7,103.4,98.1
Buffalo Braves,1975,45,43,71.1,39.5,109.0,103.2
Houston Rockets,1975,41,45,68.3,26.7,106.9,100.2
Chicago Bulls,1975,46,47,67.4,29.8,101.0,94.2
Portland Trail Blazers,1975,38,43,65.8,23.3,103.8,100.3
Seattle SuperSonics,1975,46,45,65.2,42.2,103.2,102.8
Los Angeles Lakers,1975,41,41,63.4,24.4,109.7,102.0
Detroit Pistons,1975,41,38,63.4,23.7,103.6,100.0
Cleveland Cavaliers,1975,41,42,63.4,33.3,99.2,100.2
Atlanta Hawks,1975,41,35,63.4,20.0,106.5,103.8
Milwaukee Bucks,1975,38,42,63.2,31.0,102.1,98.8
Philadelphia 76ers,1975,40,39,60.0,43.6,103.2,100.7
New York Knicks,1975,42,45,59.5,28.9,104.4,100.0
New Orleans Jazz,1975,42,38,57.1,21.1,106.7,101.0
Phoenix Suns,1975,39,39,53.8,28.2,104.0,100.0
Kansas City Kings,1975,15,17,53.3,11.8,101.2,101.0
Washington Bullets,1974,19,16,84.2,62.5,106.5,100.3
Capital Bullets,1974,30,24,83.3,20.8,103.3,98.7
Buffalo Braves,1974,41,44,73.2,45.5,111.4,109.9
Detroit Pistons,1974,44,41,70.5,46.3,103.0,99.0
Houston Rockets,1974,39,38,69.2,28.9,111.4,103.7
Milwaukee Bucks,1974,48,45,66.7,48.9,104.1,99.2
Los Angeles Lakers,1974,44,39,65.9,30.8,109.8,101.4
Golden State Warriors,1974,41,42,65.9,54.8,112.7,107.4
Chicago Bulls,1974,41,46,63.4,45.7,97.7,95.4
Kansas City-Omaha Kings,1974,35,44,62.9,38.6,104.1,99.6
New York Knicks,1974,45,44,62.2,50.0,99.5,99.2
Cleveland Cavaliers,1974,34,39,61.8,33.3,102.0,99.6
Boston Celtics,1974,47,52,61.7,59.6,107.0,104.9
Phoenix Suns,1974,40,36,60.0,16.7,106.0,104.6
Seattle SuperSonics,1974,36,37,55.6,40.5,105.8,104.0
Atlanta Hawks,1974,40,41,52.5,24.4,108.3,100.2
Portland Trail Blazers,1974,41,37,51.2,10.8,107.7,102.5
Philadelphia 76ers,1974,43,36,46.5,22.2,102.7,99.4
New Orleans Jazz,1974,13,20,23.1,0.0,94.6,95.3
Boston Celtics,1973,49,46,85.7,71.7,113.6,111.0
Milwaukee Bucks,1973,46,41,84.8,61.0,111.6,104.7
Chicago Bulls,1973,48,44,77.1,47.7,106.7,101.0
New York Knicks,1973,49,48,73.5,52.1,103.8,101.4
Baltimore Bullets,1973,24,26,70.8,57.7,107.3,101.7
Los Angeles Lakers,1973,51,52,70.6,50.0,109.5,106.3
Detroit Pistons,1973,39,46,61.5,52.2,108.9,106.5
Capital Bullets,1973,15,20,60.0,55.0,99.7,102.7
Atlanta Hawks,1973,44,42,59.1,45.2,116.5,109.6
Golden State Warriors,1973,46,46,56.5,43.5,109.4,104.9
Portland Trail Blazers,1973,42,39,50.0,20.5,111.0,105.1
Cleveland Cavaliers,1973,44,41,50.0,34.1,104.5,100.8
Phoenix Suns,1973,42,41,47.6,34.1,112.6,109.0
Buffalo Braves,1973,38,45,47.4,20.0,109.9,106.4
Kansas City-Omaha Kings,1973,41,40,43.9,30.0,104.5,105.3
Seattle SuperSonics,1973,44,41,43.2,29.3,106.8,106.9
Houston Rockets,1973,43,43,37.2,30.2,110.8,110.9
Philadelphia 76ers,1973,39,43,25.6,16.3,102.2,102.3
New York Knicks,1972,49,53,83.7,45.3,108.5,104.4
Los Angeles Lakers,1972,49,45,81.6,75.6,119.3,112.4
Boston Celtics,1972,45,44,80.0,61.4,116.9,112.3
Golden State Warriors,1972,42,41,78.6,53.7,111.9,107.8
Phoenix Suns,1972,40,42,75.0,38.1,114.0,111.7
Milwaukee Bucks,1972,45,48,73.3,66.7,114.2,106.9
Cincinnati Royals,1972,21,25,71.4,20.0,115.1,107.3
Atlanta Hawks,1972,43,46,67.4,39.1,114.3,107.8
Chicago Bulls,1972,42,44,66.7,59.1,106.1,108.0
Baltimore Bullets,1972,44,44,61.4,43.2,107.5,103.8
Seattle SuperSonics,1972,41,42,61.0,28.6,109.6,102.4
Kansas City-Omaha Kings,1972,23,19,60.9,31.6,107.7,105.2
Houston Rockets,1972,44,34,54.5,35.3,113.0,107.7
Detroit Pistons,1972,41,40,48.8,20.0,111.8,109.6
Portland Trail Blazers,1972,40,41,35.0,12.2,105.7,105.6
Buffalo Braves,1972,40,43,30.0,18.6,100.7,101.1
Cleveland Cavaliers,1972,40,41,27.5,17.1,107.9,101.0
Philadelphia 76ers,1972,42,39,26.2,17.9,108.5,109.4
Milwaukee Bucks,1971,52,47,92.3,70.2,117.8,113.3
Los Angeles Lakers,1971,50,46,82.0,56.5,118.0,112.8
Chicago Bulls,1971,44,43,79.5,53.5,111.5,109.3
Boston Celtics,1971,43,39,72.1,46.2,118.2,113.0
Phoenix Suns,1971,39,39,66.7,53.8,116.9,113.2
Seattle SuperSonics,1971,40,42,65.0,38.1,115.9,107.2
New York Knicks,1971,45,44,62.2,52.3,108.3,108.2
San Diego Rockets,1971,23,18,60.9,27.8,114.9,110.4
Golden State Warriors,1971,17,22,58.8,45.5,105.3,103.2
Philadelphia 76ers,1971,39,47,53.8,42.6,113.2,113.2
Cincinnati Royals,1971,34,47,52.9,19.1,111.1,110.2
San Francisco Warriors,1971,23,22,52.2,31.8,105.8,105.0
Baltimore Bullets,1971,48,52,52.1,36.5,110.6,106.8
Detroit Pistons,1971,44,36,50.0,30.6,111.3,104.5
Atlanta Hawks,1971,43,42,46.5,40.5,113.0,110.5
Portland Trail Blazers,1971,37,45,43.2,20.0,114.2,110.0
Cleveland Cavaliers,1971,42,35,38.1,25.7,107.8,98.8
Buffalo Braves,1971,43,33,34.9,24.2,105.1,104.5
Houston Rockets,1971,16,23,31.3,39.1,105.9,108.0
New York Knicks,1970,55,48,80.0,54.2,114.3,109.3
Milwaukee Bucks,1970,45,43,80.0,65.1,120.0,118.5
Los Angeles Lakers,1970,50,50,76.0,48.0,119.1,109.9
Baltimore Bullets,1970,45,42,75.6,38.1,116.4,115.8
Chicago Bulls,1970,44,42,70.5,35.7,115.3,111.3
Phoenix Suns,1970,47,46,70.2,37.0,119.0,114.4
Seattle SuperSonics,1970,40,43,70.0,27.9,119.3,112.9
Detroit Pistons,1970,40,44,65.0,40.9,115.3,112.2
Philadelphia 76ers,1970,46,43,58.7,44.2,120.4,115.5
San Diego Rockets,1970,40,43,57.5,23.3,121.2,113.8
Atlanta Hawks,1970,44,47,56.8,29.8,114.3,113.6
Boston Celtics,1970,42,42,54.8,42.9,116.1,117.6
Cincinnati Royals,1970,40,39,52.5,30.8,116.6,118.3
San Francisco Warriors,1970,39,47,46.2,36.2,108.6,109.7
Buffalo Braves,1970,20,22,45.0,9.1,107.3,101.4
Portland Trail Blazers,1970,24,16,37.5,18.8,116.3,110.1
Cleveland Cavaliers,1970,20,24,20.0,4.2,104.0,95.8
New York Knicks,1969,48,42,83.3,66.7,113.9,110.4
Atlanta Hawks,1969,51,45,74.5,42.2,113.6,112.8
Boston Celtics,1969,47,56,68.1,37.5,110.2,110.4
Los Angeles Lakers,1969,49,48,65.3,47.9,114.6,107.6
Baltimore Bullets,1969,43,44,65.1,56.8,118.9,115.9
San Diego Rockets,1969,46,44,63.0,20.5,117.1,113.1
Philadelphia 76ers,1969,43,48,60.5,52.1,118.6,118.6
Milwaukee Bucks,1969,42,40,59.5,45.0,114.0,112.5
Seattle SuperSonics,1969,38,41,57.9,19.5,118.5,111.1
Chicago Bulls,1969,38,44,57.9,25.0,108.6,111.1
Detroit Pistons,1969,41,43,48.8,25.6,113.4,109.5
San Francisco Warriors,1969,45,42,46.7,57.1,108.9,110.1
Cincinnati Royals,1969,44,42,45.5,42.9,117.4,112.5
Phoenix Suns,1969,43,39,39.5,15.4,115.2,113.4
Los Angeles Lakers,1968,57,41,80.7,53.7,120.8,113.2
Philadelphia 76ers,1968,45,47,80.0,61.7,124.4,118.6
St. Louis Hawks,1968,26,24,76.9,45.8,114.5,111.6
New York Knicks,1968,44,47,72.7,48.9,113.4,112.7
Baltimore Bullets,1968,43,43,69.8,46.5,118.7,117.4
Cincinnati Royals,1968,43,39,67.4,41.0,119.3,114.1
Atlanta Hawks,1968,18,19,66.7,52.6,110.9,112.9
Boston Celtics,1968,50,50,64.0,62.0,115.8,114.6
Detroit Pistons,1968,38,46,60.5,26.1,118.3,114.3
San Francisco Warriors,1968,42,47,54.8,25.5,115.4,109.7
Chicago Bulls,1968,43,45,51.2,28.9,107.0,105.5
Seattle SuperSonics,1968,40,42,47.5,16.7,116.1,114.0
Milwaukee Bucks,1968,20,20,45.0,5.0,109.5,109.4
San Diego Rockets,1968,41,38,39.0,10.5,115.4,110.8
Phoenix Suns,1968,18,20,33.3,10.0,113.4,112.0
Boston Celtics,1967,42,48,83.3,56.3,118.4,117.9
Philadelphia 76ers,1967,51,46,82.4,69.6,122.9,122.4
St. Louis Hawks,1967,46,48,78.3,41.7,113.9,113.6
San Francisco Warriors,1967,53,48,75.5,35.4,122.9,116.9
Cincinnati Royals,1967,43,43,67.4,32.6,118.9,114.2
Los Angeles Lakers,1967,41,46,63.4,41.3,121.2,117.0
Detroit Pistons,1967,38,46,57.9,30.4,117.8,113.2
Baltimore Bullets,1967,40,36,55.0,11.1,119.3,113.9
New York Knicks,1967,41,44,48.8,27.3,119.2,114.0
Chicago Bulls,1967,43,40,44.2,27.5,111.6,111.1
Seattle SuperSonics,1967,22,20,36.4,15.0,119.7,116.1
San Diego Rockets,1967,23,18,34.8,16.7,113.0,114.1
Philadelphia 76ers,1966,50,39,94.0,59.0,123.5,114.5
Boston Celtics,1966,48,51,83.3,54.9,117.4,112.7
St. Louis Hawks,1966,44,46,75.0,21.7,113.8,110.9
San Francisco Warriors,1966,42,34,69.0,38.2,120.4,117.1
New York Knicks,1966,41,44,65.9,25.0,119.4,115.4
Cincinnati Royals,1966,43,41,60.5,26.8,117.7,114.0
Detroit Pistons,1966,37,45,56.8,13.3,115.3,107.2
Los Angeles Lakers,1966,45,44,55.6,38.6,123.0,118.1
Baltimore Bullets,1966,42,42,54.8,9.5,117.3,112.0
Chicago Bulls,1966,17,23,52.9,26.1,111.5,111.8
Boston Celtics,1965,46,41,91.3,51.2,115.6,109.9
Philadelphia 76ers,1965,39,49,79.5,34.7,118.4,111.7
Cincinnati Royals,1965,43,42,76.7,38.1,117.3,114.4
Los Angeles Lakers,1965,49,47,75.5,40.4,117.1,110.4
Baltimore Bullets,1965,52,41,71.2,19.5,120.7,113.6
St. Louis Hawks,1965,42,41,69.0,29.3,113.2,106.4
New York Knicks,1965,38,39,57.9,25.6,113.7,106.4
Detroit Pistons,1965,37,40,51.4,20.0,110.3,107.8
San Francisco Warriors,1965,38,44,36.8,20.5,108.1,109.9
Boston Celtics,1964,48,50,91.7,58.0,115.7,106.7
Cincinnati Royals,1964,45,43,84.4,46.5,117.1,111.2
St. Louis Hawks,1964,47,41,70.2,41.5,111.7,106.2
Los Angeles Lakers,1964,45,40,64.4,32.5,112.0,105.9
Philadelphia 76ers,1964,43,46,62.8,26.1,118.0,109.3
Baltimore Bullets,1964,41,41,56.1,31.7,113.0,111.6
San Francisco Warriors,1964,49,48,55.1,39.6,108.8,107.5
Detroit Pistons,1964,39,48,48.7,20.8,109.5,106.5
New York Knicks,1964,39,39,38.5,20.5,114.4,110.4
Boston Celtics,1963,46,43,87.0,62.8,122.8,115.5
Syracuse Nationals,1963,28,23,78.6,39.1,127.7,117.4
Los Angeles Lakers,1963,46,46,76.1,45.7,114.1,111.8
St. Louis Hawks,1963,46,45,73.9,37.8,113.5,105.6
Cincinnati Royals,1963,46,48,71.7,41.7,115.5,116.1
Philadelphia 76ers,1963,16,17,62.5,35.3,110.9,107.7
San Francisco Warriors,1963,38,40,55.3,32.5,115.4,109.8
Detroit Pistons,1963,37,40,51.4,27.5,113.6,110.5
Chicago Zephyrs,1963,20,20,50.0,10.0,112.8,106.5
Baltimore Bullets,1963,17,16,47.1,18.8,109.7,109.6
New York Knicks,1963,40,42,32.5,14.3,110.6,108.7
Los Angeles Lakers,1962,45,44,82.2,45.5,119.4,116.1
Boston Celtics,1962,49,45,81.6,51.1,124.8,111.9
Syracuse Nationals,1962,42,41,81.0,34.1,124.5,115.4
Philadelphia Warriors,1962,26,29,80.8,37.9,124.6,118.5
St. Louis Hawks,1962,38,44,78.9,22.7,118.0,112.6
Cincinnati Royals,1962,42,39,73.8,30.8,123.5,120.4
Detroit Pistons,1962,48,45,62.5,22.2,116.1,111.4
Chicago Zephyrs,1962,18,22,61.1,9.1,109.9,110.5
New York Knicks,1962,39,41,59.0,14.6,116.0,113.4
San Francisco Warriors,1962,19,17,52.6,29.4,124.0,115.9
Chicago Packers,1962,24,23,33.3,8.7,113.0,112.2
Boston Celtics,1961,46,42,91.3,66.7,123.6,115.4
Los Angeles Lakers,1961,49,45,77.6,42.2,118.7,114.4
Detroit Pistons,1961,43,43,72.1,14.0,121.2,115.5
Philadelphia Warriors,1961,42,42,71.4,38.1,126.3,119.4
Syracuse Nationals,1961,49,42,65.3,23.8,122.7,117.0
St. Louis Hawks,1961,46,48,65.2,31.3,119.4,116.9
Cincinnati Royals,1961,35,41,57.1,36.6,121.7,120.3
Chicago Packers,1961,14,19,50.0,5.3,109.6,107.7
New York Knicks,1961,39,41,48.7,9.8,116.0,110.6
St. Louis Hawks,1960,48,44,89.6,34.1,118.1,111.0
Boston Celtics,1960,45,44,84.4,52.3,127.1,116.4
Philadelphia Warriors,1960,48,39,83.3,38.5,121.2,115.7
Syracuse Nationals,1960,39,39,82.1,25.6,123.6,117.2
Los Angeles Lakers,1960,17,21,70.6,14.3,115.1,115.0
Detroit Pistons,1960,38,37,68.4,13.5,116.3,112.9
Cincinnati Royals,1960,38,41,55.3,14.6,119.1,110.2
Minneapolis Lakers,1960,24,25,54.2,24.0,109.8,109.6
New York Knicks,1960,35,42,45.7,19.0,115.9,114.8
Boston Celtics,1959,46,39,93.5,61.5,124.5,117.1
St. Louis Hawks,1959,42,36,85.7,33.3,112.5,107.3
Philadelphia Warriors,1959,37,36,81.1,27.8,116.1,105.7
Syracuse Nationals,1959,43,39,76.7,28.2,120.5,113.0
Minneapolis Lakers,1959,37,51,70.3,23.5,109.1,103.0
New York Knicks,1959,41,36,53.7,33.3,114.5,114.4
Detroit Pistons,1959,36,42,50.0,19.0,109.6,105.4
Cincinnati Royals,1959,37,40,48.6,10.0,111.2,104.8
Boston Celtics,1958,44,40,81.8,45.0,112.8,106.6
St. Louis Hawks,1958,40,41,77.5,41.5,107.7,104.5
Syracuse Nationals,1958,38,36,68.4,33.3,108.6,102.8
Philadelphia Warriors,1958,40,42,67.5,31.0,105.5,99.7
Detroit Pistons,1958,41,38,65.9,34.2,106.4,105.4
New York Knicks,1958,37,34,64.9,41.2,111.0,107.1
Minneapolis Lakers,1958,34,38,52.9,13.2,105.1,103.2
Cincinnati Royals,1958,34,39,52.9,23.1,104.9,98.6
Boston Celtics,1957,37,46,91.9,45.7,112.9,106.3
Ft. Wayne Zollner Pistons,1957,20,25,80.0,12.0,103.2,93.6
St. Louis Hawks,1957,49,39,79.6,30.8,107.8,103.0
Syracuse Nationals,1957,44,38,79.5,34.2,106.7,101.5
Philadelphia Warriors,1957,36,37,77.8,16.2,106.1,96.1
New York Knicks,1957,39,36,74.4,25.0,108.9,103.4
Minneapolis Lakers,1957,36,42,63.9,16.7,109.1,103.8
Rochester Royals,1957,19,20,57.9,15.0,92.5,96.4
Cincinnati Royals,1957,19,14,52.6,21.4,102.1,98.9
Detroit Pistons,1957,15,17,40.0,35.3,105.1,100.6
Boston Celtics,1956,42,39,81.0,28.2,109.7,100.6
Philadelphia Warriors,1956,46,42,80.4,35.7,107.7,99.1
Ft. Wayne Zollner Pistons,1956,40,47,77.5,25.5,98.1,91.3
Rochester Royals,1956,37,39,73.0,23.1,95.4,94.3
Minneapolis Lakers,1956,46,34,71.7,20.6,102.8,98.7
Syracuse Nationals,1956,42,38,69.0,18.4,98.2,93.3
St. Louis Hawks,1956,37,48,64.9,33.3,98.5,95.3
New York Knicks,1956,36,39,55.6,35.9,102.7,98.1
Philadelphia Warriors,1955,34,38,88.2,21.1,100.5,91.7
Ft. Wayne Zollner Pistons,1955,40,39,82.5,20.5,97.0,89.1
Boston Celtics,1955,37,38,81.1,26.3,104.4,100.4
Syracuse Nationals,1955,44,37,77.3,35.1,97.8,92.2
New York Knicks,1955,40,34,75.0,29.4,98.0,95.6
Milwaukee Hawks,1955,15,31,73.3,29.0,91.6,84.6
Minneapolis Lakers,1955,39,42,71.8,21.4,96.8,95.5
St. Louis Hawks,1955,12,13,66.7,23.1,97.6,91.9
Rochester Royals,1955,45,34,64.4,8.8,94.5,89.8
Minneapolis Lakers,1954,39,38,84.6,34.2,86.6,85.7
Syracuse Nationals,1954,41,37,78.0,37.8,90.3,79.8
Boston Celtics,1954,31,34,77.4,29.4,97.6,90.8
Ft. Wayne Zollner Pistons,1954,37,31,73.0,32.3,87.7,78.9
Rochester Royals,1954,40,31,70.0,32.3,84.1,81.0
Philadelphia Warriors,1954,30,34,70.0,17.6,83.5,83.8
New York Knicks,1954,34,36,64.7,36.1,82.8,81.2
Milwaukee Hawks,1954,26,37,42.3,10.8,80.3,75.9
Minneapolis Lakers,1953,38,31,89.5,38.7,83.5,80.4
Boston Celtics,1953,32,35,84.4,28.6,89.2,83.7
Syracuse Nationals,1953,35,27,82.9,29.6,85.4,80.1
New York Knicks,1953,35,33,77.1,42.4,85.0,78.4
Ft. Wayne Zollner Pistons,1953,33,36,75.8,19.4,81.4,75.6
Milwaukee Hawks,1953,25,32,68.0,3.1,74.0,69.5
Rochester Royals,1953,37,23,64.9,26.1,84.5,80.0
Philadelphia Warriors,1953,17,35,52.9,5.7,78.1,74.4
New York Knicks,1952,27,32,88.9,31.3,90.4,84.4
Syracuse Nationals,1952,30,29,86.7,24.1,90.4,85.8
Minneapolis Lakers,1952,32,33,84.4,45.5,87.9,84.0
Rochester Royals,1952,31,27,80.6,33.3,92.9,82.6
Boston Celtics,1952,31,28,74.2,32.1,92.3,85.9
Ft. Wayne Zollner Pistons,1952,31,18,61.3,22.2,83.6,76.7
Philadelphia Warriors,1952,24,30,58.3,10.0,86.6,82.2
Milwaukee Hawks,1952,22,31,54.5,3.2,77.7,74.2
Minneapolis Lakers,1951,25,27,92.0,29.6,84.8,82.0
Rochester Royals,1951,33,30,87.9,36.7,89.5,78.3
Boston Celtics,1951,27,25,81.5,24.0,92.6,86.3
New York Knicks,1951,31,37,77.4,32.4,83.7,83.4
Philadelphia Warriors,1951,29,26,75.9,23.1,89.2,79.7
Syracuse Nationals,1951,32,27,75.0,29.6,90.4,83.3
Ft. Wayne Zollner Pistons,1951,28,29,75.0,3.4,85.0,75.2
Milwaukee Hawks,1951,10,12,50.0,8.3,70.2,69.1
Tri-Cities Blackhawks,1951,15,17,46.7,0.0,91.1,82.3
Minneapolis Lakers,1950,26,25,92.3,40.0,84.9,78.2
Syracuse Nationals,1950,19,20,84.2,25.0,86.3,79.4
Rochester Royals,1950,22,23,77.3,39.1,83.7,75.6
Philadelphia Warriors,1950,22,19,72.7,10.5,80.6,72.6
New York Knicks,1950,22,22,68.2,27.3,81.2,82.9
Ft. Wayne Zollner Pistons,1950,21,24,66.7,29.2,80.8,74.2
Tri-Cities Blackhawks,1950,17,12,64.7,16.7,85.3,78.1
Boston Celtics,1950,17,21,64.7,4.8,85.9,74.9
Minneapolis Lakers,1949,15,14,93.3,64.3,85.2,79.5
Rochester Royals,1949,15,12,86.7,66.7,84.7,78.0
Ft. Wayne Zollner Pistons,1949,15,16,66.7,25.0,79.7,71.2
Boston Celtics,1949,16,13,56.3,15.4,80.9,75.8
New York Knicks,1949,13,17,53.8,29.4,81.7,78.1
Philadelphia Warriors,1949,11,17,27.3,11.8,77.0,78.2
New York Knicks,1948,10,9,70.0,55.6,76.6,73.2
Philadelphia Warriors,1948,12,8,58.3,25.0,76.3,73.8
Philadelphia Warriors,1947,10,7,60.0,71.4,67.0,72.9
